0.026147,0.031875,0.159884,0.089239,0.178934,0.155782,0.119041,0.041327,0.107547,0.041423,0.036852,0.135376,0.075056,0.104778,0.041432,0.05285,0.026391,0.102794,0.087852,0.046714,0.101759,0.021465,0.115562,0.110287,0.103941,0.057268,1
0.225301,0.031179,0.139053,0.050015,0.1361,0.036092,0.231183,0.065142,0.070367,0.064434,0.132667,0.049933,0.038585,0.12352,0.015449,0.031825,0.015216,0.127308,0.054145,0.046594,0.033954,0.107387,0.188695,0.105933,0.033537,0.114597,0
0.198923,0.072354,0.013929,0.079119,0.109774,0.078086,0.013545,0.030653,0.056527,0.060658,0.046222,0.076699,0.142642,0.027934,0.015251,0.051774,0.127378,0.020678,0.0817,0.016644,0.056443,0.124988,0.262622,0.088274,0.048335,0.084821,1
0.174807,0.051798,0.028186,0.073646,0.161329,0.05102,0.03243,0.06587,0.127291,0.042248,0.019588,0.070987,0.140737,0.034032,0.145743,0.123622,0.210795,0.059643,0.053282,0.082624,0.020913,0.132275,0.072344,0.101502,0.012615,0.071835,0
0.198094,0.049157,0.082176,0.116606,0.013894,0.078757,0.009611,0.039865,0.097771,0.09832,0.013042,0.070773,0.076236,0.078659,0.062872,0.057365,0.150729,0.03257,0.032856,0.08715,0.115357,0.065571,0.09821,0.084618,0.094466,0.114621,1
0.179742,0.056282,0.089377,0.14654,0.017185,0.06706,0.050799,0.081387,0.037592,0.113239,0.064257,0.067411,0.084118,0.054881,0.043162,0.028652,0.130573,0.069355,0.084851,0.038976,0.078907,0.105924,0.082045,0.118201,0.054555,0.140131,0
0.180149,0.066954,0.084339,0.148151,0.01766,0.145085,0.127822,0.040893,0.082555,0.097721,0.086758,0.039411,0.071661,0.052247,0.152747,0.03688,0.05222,0.118616,0.101687,0.045849,0.015443,0.039057,0.061501,0.096886,0.060294,0.07095,1
0.12732,0.032034,0.090003,0.158255,0.029544,0.147774,0.058304,0.028995,0.016964,0.094567,0.067516,0.049077,0.052018,0.028078,0.019213,0.016862,0.084813,0.102912,0.108523,0.054538,0.055011,0.07277,0.038913,0.050406,0.072682,0.121533,1
0.118245,0.037104,0.111682,0.166981,0.024829,0.165819,0.084872,0.079877,0.056208,0.105666,0.0562,0.061938,0.065771,0.074327,0.232127,0.064013,0.048063,0.110583,0.077938,0.013997,0.084846,0.041145,0.068727,0.109929,0.029619,0.115571,1
0.150352,0.025438,0.08405,0.157739,0.050417,0.158743,0.096896,0.049981,0.042187,0.086214,0.039432,0.049175,0.022461,0.066368,0.083656,0.034895,0.046886,0.141435,0.106668,0.08264,0.067251,0.033351,0.065203,0.20272,0.031163,0.178675,0
